"Temperature","ids","Points:0","Points:1","Points:2"
87.9,1,0.879,0.5,0
88,1,0.88,0.5,0
88.1,1,0.881,0.5,0
88.2,1,0.882,0.5,0
88.3,1,0.883,0.5,0
88.4,1,0.884,0.5,0
88.5,1,0.885,0.5,0
88.6,1,0.886,0.5,0
88.7,1,0.887,0.5,0
88.8,1,0.888,0.5,0
88.9,1,0.889,0.5,0
89,1,0.89,0.5,0
89.1,1,0.891,0.5,0
89.2,1,0.892,0.5,0
89.3,1,0.893,0.5,0
89.4,1,0.894,0.5,0
89.5,1,0.895,0.5,0
89.6,1,0.896,0.5,0
89.7,1,0.897,0.5,0
89.8,1,0.898,0.5,0
89.9,1,0.899,0.5,0
90,1,0.9,0.5,0
90.1,1,0.901,0.5,0
90.2,1,0.902,0.5,0
90.3,1,0.903,0.5,0
90.4,1,0.904,0.5,0
90.5,1,0.905,0.5,0
90.6,1,0.906,0.5,0
90.7,1,0.907,0.5,0
90.8,1,0.908,0.5,0
90.9,1,0.909,0.5,0
91,1,0.91,0.5,0
91.1,1,0.911,0.5,0
91.2,1,0.912,0.5,0
91.3,1,0.913,0.5,0
91.4,1,0.914,0.5,0
91.5,1,0.915,0.5,0
91.6,1,0.916,0.5,0
91.7,1,0.917,0.5,0
91.8,1,0.918,0.5,0
91.9,1,0.919,0.5,0
92,1,0.92,0.5,0
92.1,1,0.921,0.5,0
92.2,1,0.922,0.5,0
92.3,1,0.923,0.5,0
92.4,1,0.924,0.5,0
92.5,1,0.925,0.5,0
92.6,1,0.926,0.5,0
92.7,1,0.927,0.5,0
92.8,1,0.928,0.5,0
92.9,1,0.929,0.5,0
93,1,0.93,0.5,0
93.1,1,0.931,0.5,0
93.2,1,0.932,0.5,0
93.3,1,0.933,0.5,0
93.4,1,0.934,0.5,0
93.5,1,0.935,0.5,0
93.6,1,0.936,0.5,0
93.7,1,0.937,0.5,0
93.8,1,0.938,0.5,0
93.9,1,0.939,0.5,0
94,1,0.94,0.5,0
94.1,1,0.941,0.5,0
94.2,1,0.942,0.5,0
94.3,1,0.943,0.5,0
94.4,1,0.944,0.5,0
94.5,1,0.945,0.5,0
94.6,1,0.946,0.5,0
94.7,1,0.947,0.5,0
94.8,1,0.948,0.5,0
94.9,1,0.949,0.5,0
95,1,0.95,0.5,0
95.1,1,0.951,0.5,0
95.2,1,0.952,0.5,0
95.3,1,0.953,0.5,0
95.4,1,0.954,0.5,0
95.5,1,0.955,0.5,0
95.6,1,0.956,0.5,0
95.7,1,0.957,0.5,0
95.8,1,0.958,0.5,0
95.9,1,0.959,0.5,0
96,1,0.96,0.5,0
96.1,1,0.961,0.5,0
96.2,1,0.962,0.5,0
96.3,1,0.963,0.5,0
96.4,1,0.964,0.5,0
96.5,1,0.965,0.5,0
96.6,1,0.966,0.5,0
96.7,1,0.967,0.5,0
96.8,1,0.968,0.5,0
96.9,1,0.969,0.5,0
97,1,0.97,0.5,0
97.1,1,0.971,0.5,0
97.2,1,0.972,0.5,0
97.3,1,0.973,0.5,0
97.4,1,0.974,0.5,0
97.5,1,0.975,0.5,0
97.6,1,0.976,0.5,0
97.7,1,0.977,0.5,0
97.8,1,0.978,0.5,0
97.9,1,0.979,0.5,0
98,1,0.98,0.5,0
98.1,1,0.981,0.5,0
98.2,1,0.982,0.5,0
98.3,1,0.983,0.5,0
98.4,1,0.984,0.5,0
98.5,1,0.985,0.5,0
98.6,1,0.986,0.5,0
98.7,1,0.987,0.5,0
98.8,1,0.988,0.5,0
98.9,1,0.989,0.5,0
99,1,0.99,0.5,0
99.1,1,0.991,0.5,0
99.2,1,0.992,0.5,0
99.3,1,0.993,0.5,0
99.4,1,0.994,0.5,0
99.5,1,0.995,0.5,0
99.6,1,0.996,0.5,0
99.7,1,0.997,0.5,0
99.8,1,0.998,0.5,0
99.9,1,0.999,0.5,0
100,1,1,0.5,0
